INSERT INTO TheoryIndex VALUES(133,2,'FONLL-C',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,1,0.007778240462410999749,91.200000000000002843,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 QED NNLO central',0,1);
INSERT INTO TheoryIndex VALUES(134,2,'FONLL-C',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.12700000000000000177,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO FC alphaS 127',0,1);
INSERT INTO TheoryIndex VALUES(135,2,'FONLL-C',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.13000000000000000444,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO FC alphaS 130',0,1);
INSERT INTO TheoryIndex VALUES(136,2,'FONLL-C',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.12800000000000000266,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO FC alphaS 128',0,1);
INSERT INTO TheoryIndex VALUES(137,2,'FONLL-C',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.125,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO FC alphaS 125',0,1);
INSERT INTO TheoryIndex VALUES(138,2,'FONLL-C',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.12600000000000000088,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO FC alphaS 126',0,1);
INSERT INTO TheoryIndex VALUES(139,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.105999999999999997,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO FC alphaS 106',0,1);
INSERT INTO TheoryIndex VALUES(140,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.10799999999999999877,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO FC alphaS 108',0,1);
INSERT INTO TheoryIndex VALUES(141,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11000000000000000055,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO FC alphaS 110',0,1);
INSERT INTO TheoryIndex VALUES(142,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11300000000000000321,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO FC alphaS 113',0,1);
INSERT INTO TheoryIndex VALUES(143,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11500000000000000499,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO FC alphaS 115',0,1);
INSERT INTO TheoryIndex VALUES(144,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.12099999999999999644,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO FC alphaS 121',0,1);
INSERT INTO TheoryIndex VALUES(145,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.12299999999999999822,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO FC alphaS 123',0,1);
INSERT INTO TheoryIndex VALUES(146,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.125,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO FC alphaS 125',0,1);
INSERT INTO TheoryIndex VALUES(147,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.12600000000000000088,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO FC alphaS 126',0,1);
INSERT INTO TheoryIndex VALUES(148,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.12700000000000000177,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO FC alphaS 127',0,1);
INSERT INTO TheoryIndex VALUES(149,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.12800000000000000266,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO FC alphaS 128',0,1);
INSERT INTO TheoryIndex VALUES(150,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.13000000000000000444,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO FC alphaS 130',0,1);
INSERT INTO TheoryIndex VALUES(151,2,'FONLL-C',0,1,'EXA',1.0,1.0,5,5,5,1.6399999999999999023,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,1,'NLL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNLO+NLL small-x, IC ON, damp OFF',0,1);
INSERT INTO TheoryIndex VALUES(152,1,'FONLL-B',0,1,'EXA',1.0,1.0,5,5,5,1.6399999999999999023,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,1,'NLL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NLO+NLL small-x, IC ON, damp OFF',0,1);
INSERT INTO TheoryIndex VALUES(153,1,'FONLL-B',0,1,'EXA',1.0,1.0,5,5,5,1.6399999999999999023,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NLO baseline for small-x, IC ON, damp OFF',0,1);
INSERT INTO TheoryIndex VALUES(154,2,'FONLL-C',0,1,'EXA',1.0,1.0,5,5,5,1.6399999999999999023,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNLO baseline for small-x, IC ON, damp OFF',0,1);
INSERT INTO TheoryIndex VALUES(155,2,'FONLL-C',0,1,'EXA',1.0,1.0,5,5,5,1.6399999999999999023,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,1,'NLL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNLO+NLL small-x, IC ON, damp OFF, HELL3.0beta',0,1);
INSERT INTO TheoryIndex VALUES(156,2,'FONLL-C',0,1,'TRN',0.5,0.5,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO FC xiF=xiR=0.5',0,1);
INSERT INTO TheoryIndex VALUES(157,2,'FONLL-C',0,1,'TRN',2.0,2.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO FC xiF=xiR=2.0',0,1);
INSERT INTO TheoryIndex VALUES(158,1,'FONLL-A',0,1,'TRN',0.5,0.5,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO (FONLLA) FC xiF=xiR=0.5',0,1);
INSERT INTO TheoryIndex VALUES(159,1,'FONLL-A',0,1,'TRN',2.0,2.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO (FONNLA) FC xiF=xiR=2.0',0,1);
INSERT INTO TheoryIndex VALUES(160,2,'FONLL-C',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'*LOW PRECISION* NNPDF3.1 NNLO central',20,1);
INSERT INTO TheoryIndex VALUES(161,2,'FONLL-C',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.040    30 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'*LOW PRECISION (15)* NNPDF3.1 NNLO central',15,1);
INSERT INTO TheoryIndex VALUES(162,2,'FONLL-C',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,1.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.040    30 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'*LOW PRECISION (10)* NNPDF3.1 NNLO central',10,1);
INSERT INTO TheoryIndex VALUES(163,1,'FONLL-B',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central, b thresholds 2*m',0,1);
INSERT INTO TheoryIndex VALUES(164,1,'FONLL-B',0,1,'TRN',2.0,2.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central, b thresholds 2*m, xiF=xiR=2',0,1);
INSERT INTO TheoryIndex VALUES(165,1,'FONLL-B',0,1,'TRN',0.5,0.5,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central, b thresholds 2*m xiF=xiR=0.5',0,1);
INSERT INTO TheoryIndex VALUES(166,2,'FONLL-C',0,1,'TRN',1.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO central, b thresholds 2*m',0,1);
INSERT INTO TheoryIndex VALUES(167,2,'FONLL-C',0,1,'TRN',2.0,2.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO central, b thresholds 2*m, xiF=xiR=2',0,1);
INSERT INTO TheoryIndex VALUES(168,2,'FONLL-C',0,1,'TRN',0.5,0.5,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NNLO central, b thresholds 2*m xiF=xiR=0.5',0,1);
INSERT INTO TheoryIndex VALUES(169,1,'FONLL-B',0,1,'TRN',2.0,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central, b thresholds 2*m, xiF=central, xiR=2',0,1);
INSERT INTO TheoryIndex VALUES(170,1,'FONLL-B',0,1,'TRN',0.5,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central, b thresholds 2*m, xiF=central, xiR=0.5',0,1);
INSERT INTO TheoryIndex VALUES(171,1,'FONLL-B',0,1,'TRN',1.0,2.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central, b thresholds 2*m, xiF=2.0, xiR=central',0,1);
INSERT INTO TheoryIndex VALUES(172,1,'FONLL-B',0,1,'TRN',1.0,0.5,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central, b thresholds 2*m, xiF=0.5, xiR=central',0,1);
INSERT INTO TheoryIndex VALUES(173,1,'FONLL-B',0,1,'TRN',0.5,0.5,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central, b thresholds 2*m, noEScaleVar, xiF=0.5, xiR=0.5',0,0);
INSERT INTO TheoryIndex VALUES(174,1,'FONLL-B',0,1,'TRN',0.5,1.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central, b thresholds 2*m, noEScaleVar, xiF=central, xiR=0.5',0,0);
INSERT INTO TheoryIndex VALUES(175,1,'FONLL-B',0,1,'TRN',0.5,2.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central, b thresholds 2*m, noEScaleVar, xiF=2.0, xiR=0.5',0,0);
INSERT INTO TheoryIndex VALUES(176,1,'FONLL-B',0,1,'TRN',1.0,0.5,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central, b thresholds 2*m, noEScaleVar, xiF=0.5, xiR=central',0,0);
INSERT INTO TheoryIndex VALUES(177,1,'FONLL-B',0,1,'TRN',1.0,2.0,5,5,5,1.6499999999999999111,0.11799999999999999378,91.200000000000002843,0,0.0074962520000000001235,1.7769999999999999129,0,'LL','POLE',1.5100000000000000088,1.5100000000000000088,1.0,4.9199999999999999289,4.9199999999999999289,2.0,172.5,172.5,1.0,'0.97428 0.22530 0.003470 0.22520 0.97345 0.041000 0.00862 0.04030 0.999152',91.187600000000003323,80.397999999999996134,1.1663786999999999462e-05,0.23125999999999999334,1,0.93799999999999994493,'NNPDF3.1 NLO central, b thresholds 2*m, noEScaleVar, xiF=2.0, xiR=central',0,0);
